238,96076.334,52135.303,60236.701,48876.089,31801.247,42680.117,48310.832,60768.565,62984.172,69953.782,71707.904,45939.550,36819.263,41638.643,90326.242,185184.425,327073.212,456016.990,526394.322,504031.149,384708.963,236174.556,101610.649,35610.785,8297.800,3517.434,2354.722,2082.304,2521.253,2325.525,2066.343,2084.529,2362.312,2001.764,2125.904,1352.801,1675.710,1575.062,1450.884,1503.565,1086.560,1479.807,1209.391,1698.041,1390.784,1817.477,1197.592,1316.747,1318.940,1296.105,1487.380,1093.098,1058.045,1142.062,818.846,820.113,958.180,808.927,874.593,976.791,1152.262,943.305,853.887,853.349,901.999,948.194,789.147,734.632,758.590,756.976,626.890,670.007,783.612,678.394,507.020,757.605,531.042,500.268,486.340,538.004,780.634,601.109,547.440,607.450,520.718,576.808,527.877,626.234,657.352,524.504,592.750,620.954,559.870,578.869,574.973,588.661,521.541,583.408,551.446,401.907,379.393,573.317,367.192,441.587,474.820,414.832,444.315,443.572,370.032,390.127,446.656,344.766,358.944,444.511,429.848,532.405,653.172,755.987,808.042,855.230,962.530,863.028,743.049,737.458,605.812,451.478,351.792,371.812,536.573,791.644,1225.690,1915.495,2841.884,3994.511,5569.797,6935.476,8396.182,10103.846,10679.645,9845.530,8346.615,6585.915,5053.036,3282.090,1891.501,1030.359,588.052,357.333,290.272,322.318,287.223,
240,76397.892,72607.712,59591.631,43912.075,33604.227,32460.222,43024.507,49551.881,58227.821,65804.210,66289.199,56798.552,45865.652,30840.491,43355.794,99160.111,199810.640,342589.651,486487.074,567523.530,525805.611,410048.069,226306.256,100418.354,31732.450,7966.335,2104.049,3142.912,2490.259,1973.304,2265.705,2538.162,1759.416,1835.522,2430.299,1740.555,1818.422,1301.955,1622.242,1612.876,1681.468,1607.516,1204.816,1501.122,1565.348,1361.146,1415.676,1286.127,1075.337,1533.432,1333.174,1299.343,633.145,909.568,1278.190,954.014,946.850,986.909,783.303,796.233,870.579,949.427,880.681,770.638,933.325,726.633,924.666,711.793,833.525,832.728,664.095,710.095,597.431,719.601,753.206,677.051,655.914,493.643,569.422,580.258,578.321,651.166,742.130,577.653,576.614,588.807,582.759,599.852,529.094,526.782,605.493,408.656,622.470,489.424,469.439,371.836,502.305,578.734,588.899,411.629,608.414,486.161,538.146,457.888,345.726,511.097,362.700,377.556,488.620,480.548,430.161,345.634,434.956,342.224,357.035,467.490,533.648,686.435,662.894,867.998,906.077,1010.973,944.573,968.407,777.302,597.409,511.686,447.897,442.752,431.671,427.353,725.170,1259.171,2100.037,3408.983,4680.940,6662.167,9504.784,11141.194,11927.646,11906.927,10770.341,9199.116,7710.728,5299.961,3264.605,1773.033,890.148,520.604,406.475,369.665,
242,60735.628,58077.404,45644.680,40354.870,46625.815,34737.055,40404.338,35135.898,50270.168,56020.825,70138.343,71384.979,60704.302,40417.222,29079.871,42809.325,99458.676,204009.206,347204.459,511396.848,591347.083,569242.061,428911.107,255699.928,115554.959,34285.944,7971.269,3384.640,2533.762,2554.077,2162.530,1916.443,2229.957,2269.728,2021.473,2501.660,2103.866,1606.410,1907.632,1901.275,1649.544,1832.725,1263.722,1449.285,1104.244,1564.762,1499.298,1368.647,1157.520,1326.814,1363.564,1057.018,1190.526,1002.182,1125.143,1158.107,1202.186,1119.552,872.149,896.000,679.613,857.316,695.943,774.619,771.618,751.289,942.521,809.206,614.453,752.420,539.509,724.028,676.796,661.775,623.528,544.686,521.622,594.155,776.254,661.654,556.560,594.677,633.591,619.364,653.418,485.714,362.665,498.766,657.536,709.531,579.954,513.732,552.505,402.433,647.022,579.045,482.361,395.532,395.479,533.199,539.889,435.058,641.568,526.350,485.625,439.843,368.369,444.390,539.143,329.747,356.699,430.156,459.184,421.299,360.716,391.832,395.593,455.985,499.268,616.453,799.797,975.832,1046.389,1163.784,1033.360,950.417,857.301,751.710,545.369,500.636,411.085,325.994,430.511,717.413,1253.429,2150.513,3711.021,6178.998,8497.145,10976.918,12654.431,13300.620,14021.677,13628.924,10844.467,8134.962,5693.548,3477.434,2238.743,1041.584,674.744,
244,59746.737,58676.096,34535.897,38986.014,44335.248,36009.347,30884.944,23847.829,33679.268,41803.235,59543.120,62376.411,62245.935,53548.280,34242.250,27025.933,36741.322,93175.187,194684.868,349450.293,513161.028,613063.667,586991.784,456879.708,274149.760,120675.728,37090.761,7592.176,3071.922,2896.248,2641.060,2470.019,2256.140,1495.858,1744.297,1849.881,2117.241,1743.676,1827.163,1738.926,1035.006,1227.436,1262.142,1294.064,1318.374,1288.057,923.129,906.705,1067.115,1090.291,1093.645,949.946,1136.136,1153.451,926.595,1045.105,1028.328,939.864,770.914,648.481,853.376,749.110,743.051,700.097,681.577,700.026,911.180,836.679,656.126,705.947,729.035,628.751,762.991,582.921,745.351,494.887,390.891,625.007,597.989,596.243,627.795,651.957,516.782,650.486,614.460,571.960,530.665,389.455,569.450,527.747,514.508,612.235,429.281,499.077,655.835,528.532,334.597,605.649,427.183,487.711,436.761,403.804,435.327,463.703,402.249,452.138,541.117,472.811,345.464,373.064,352.680,430.274,433.463,362.740,401.551,370.007,420.944,389.374,449.311,511.678,467.046,714.966,907.670,961.607,1094.634,1047.456,989.175,1038.767,838.928,688.753,557.731,412.769,393.694,356.369,434.707,801.743,1380.970,2745.350,4494.997,6656.985,9043.938,11516.871,14022.214,15904.693,14943.873,13512.174,11440.543,8901.374,6372.627,3873.321,2448.366,
246,61646.874,58210.486,49356.662,34910.532,39753.105,35129.052,26877.283,29245.978,29436.190,28267.376,37874.541,52359.891,62825.921,57888.916,47535.906,30317.103,23688.933,35185.064,87440.233,197217.733,353595.838,494124.505,603439.547,587517.857,447771.127,265673.232,113072.780,33335.632,6729.271,2852.904,2426.112,2529.337,2202.981,1992.635,1570.884,1893.801,1604.188,1428.457,1441.222,1574.427,1447.372,1341.497,937.330,1296.282,1381.097,1281.489,900.930,1348.414,1174.956,1207.953,1088.135,1129.254,1099.863,884.741,978.419,876.724,891.751,867.766,671.483,613.933,872.685,767.682,810.546,766.750,678.399,821.785,681.685,723.134,711.392,782.563,590.439,533.233,658.382,523.730,567.030,722.389,486.416,560.621,554.076,471.611,586.100,518.520,531.877,577.802,428.219,409.549,554.859,428.056,447.820,493.308,509.621,510.611,530.246,422.637,626.538,490.522,514.255,428.536,545.356,366.199,383.533,520.183,477.376,346.938,484.022,381.047,407.506,461.627,257.122,379.004,448.209,357.536,386.083,352.870,392.843,302.955,391.790,288.736,368.133,367.019,358.623,540.920,532.302,668.027,874.199,920.098,1062.083,1122.607,1047.390,887.143,792.501,576.677,456.423,306.872,331.187,340.349,421.314,869.163,1533.785,2830.200,4762.844,7001.892,10119.879,13061.404,14497.345,14831.423,14662.598,13221.870,11330.315,8830.643,6145.560,
248,64648.148,48153.974,45892.586,53817.187,36801.926,15281.060,16406.595,24153.802,15895.383,20367.035,25576.117,37925.258,48708.920,56980.694,53300.788,41439.040,27065.082,18482.218,30786.985,80164.358,180363.853,315618.142,484064.742,581618.282,571613.841,446357.310,261274.144,115779.123,33710.585,8272.752,1846.588,1961.089,2179.956,1800.574,2121.646,1304.843,1234.466,1397.373,1203.254,1456.530,1486.152,1306.905,859.178,1129.488,1124.138,1217.970,1025.945,1012.757,1178.325,1137.117,1105.969,1117.277,866.146,815.942,974.210,609.396,771.644,781.685,751.658,686.318,697.609,770.647,689.979,688.793,722.226,505.731,642.157,564.678,787.693,549.465,600.234,533.319,561.138,471.278,523.295,621.866,560.395,538.697,370.233,539.262,537.390,482.672,519.092,449.409,420.587,433.823,390.834,485.964,426.161,508.462,525.765,421.423,538.966,471.929,456.815,364.056,399.637,392.914,407.439,377.472,457.750,338.092,381.030,327.846,302.325,386.707,340.914,374.024,345.356,344.990,398.876,294.500,337.893,358.351,283.517,295.331,320.378,264.723,397.582,247.901,358.083,301.721,393.522,426.358,598.653,737.107,940.173,992.259,1080.132,1046.654,958.366,795.243,618.836,506.847,378.219,323.835,307.838,358.871,440.919,740.108,1624.494,2726.507,4512.733,7042.375,9452.439,11619.452,13267.170,14784.310,14310.161,13725.015,11529.237,
250,61530.689,27383.867,37789.338,37802.537,24932.166,24111.146,25764.474,19478.142,20996.909,13744.985,16180.956,30874.432,34055.213,48669.701,51134.319,48319.489,34747.585,21977.214,15903.392,29859.299,77155.491,163230.479,315791.837,456156.242,558617.307,547549.060,419281.827,249425.404,108855.767,35886.641,6731.923,1760.217,1983.154,1659.452,1440.812,1640.141,1264.240,1472.428,1258.761,1138.406,1226.415,1185.526,984.084,939.113,920.732,1036.991,990.610,1006.664,794.363,1210.696,701.949,1178.518,743.908,862.244,850.455,764.624,778.210,675.753,593.317,776.996,644.547,716.631,622.578,641.757,565.758,659.515,521.677,513.063,571.210,532.846,371.848,461.087,420.353,471.147,383.610,567.037,441.730,435.013,420.866,515.253,415.322,368.627,426.030,447.001,482.695,414.932,398.800,405.460,377.263,447.421,383.884,387.750,292.120,422.058,372.097,446.887,356.563,419.432,429.397,370.876,359.763,337.021,274.549,286.537,276.621,336.589,288.244,293.284,300.100,328.562,226.990,281.227,324.290,285.486,266.918,263.714,257.787,274.988,273.136,256.802,287.961,236.769,337.595,299.095,408.414,516.603,667.939,830.559,950.742,982.906,1036.473,981.634,732.904,631.147,539.660,391.657,350.178,267.249,290.306,314.634,484.653,809.756,1490.625,2841.387,4495.309,6673.843,8915.431,11614.144,13198.231,14643.978,14554.682,
252,44803.106,46246.788,38328.315,35286.000,30574.905,32905.222,17949.238,21047.012,18998.557,12983.165,8483.808,15336.320,19749.780,30252.459,42957.262,44891.694,40267.916,30685.885,17390.926,12746.810,24977.716,62308.457,153454.191,283300.218,426076.296,532938.476,524202.792,412621.933,248801.562,118528.458,33563.317,5939.435,1384.682,1765.066,1358.325,1486.884,1671.238,937.571,1124.239,1484.441,962.204,1015.966,1158.168,1060.030,793.870,915.803,1000.034,1043.519,762.677,744.539,827.293,886.902,598.627,755.299,708.475,663.796,653.106,641.423,593.586,599.259,637.950,556.174,577.241,523.783,525.017,566.362,569.216,506.755,413.333,486.870,375.842,439.049,415.727,474.383,450.060,400.618,360.458,424.552,367.594,399.264,421.781,479.224,382.678,399.823,451.025,433.551,347.573,332.485,385.438,402.550,372.939,461.180,356.578,384.314,298.612,329.002,337.092,276.367,296.151,354.950,338.417,347.114,359.004,359.534,310.867,282.555,275.734,258.607,252.225,307.777,235.576,267.752,264.873,312.369,278.057,226.883,261.290,235.895,242.065,296.093,230.335,250.590,255.938,283.063,238.929,303.263,413.412,484.348,674.845,749.689,836.285,902.470,907.518,829.999,686.682,547.290,490.949,368.749,283.134,290.590,214.017,263.261,325.997,697.578,1364.056,2464.720,4242.657,6602.475,8793.792,11414.934,13292.101,
254,34617.776,30592.381,35607.338,26677.155,24234.954,23316.424,22881.945,17716.929,15598.376,12693.309,6745.077,11848.457,11336.728,15763.912,27740.244,36569.401,40601.148,33604.468,25479.664,15644.405,10637.349,19837.099,58399.838,134361.813,254772.802,394758.012,491691.185,499736.850,399113.251,261089.891,111628.732,32417.695,7233.811,1542.995,1269.880,1314.011,1156.835,761.937,947.336,1074.211,972.247,789.849,828.531,889.998,885.172,778.277,890.699,664.218,702.307,724.139,699.283,669.418,566.728,578.464,575.699,563.056,706.608,623.239,578.153,565.437,549.149,404.396,438.337,435.604,462.376,439.417,479.540,469.852,430.471,564.839,437.625,353.628,392.310,393.738,347.415,318.413,204.937,446.051,327.300,256.414,375.775,393.163,329.468,434.228,314.015,337.691,385.538,290.204,337.488,294.603,291.736,271.013,331.185,324.216,321.275,324.990,276.274,349.177,277.495,240.927,291.438,249.826,234.050,268.104,289.061,301.117,281.912,258.172,241.419,226.070,269.655,209.839,185.477,218.736,222.402,212.822,227.531,234.687,256.184,248.112,167.340,186.382,212.905,258.540,168.737,197.251,240.720,289.156,351.961,500.821,557.801,683.678,774.595,779.116,766.266,779.215,704.481,560.968,443.465,341.122,270.943,264.326,233.738,236.608,387.036,587.576,1240.221,2424.929,3807.890,5988.187,8271.081,
256,40028.882,32358.861,24571.130,25876.058,22632.343,15729.963,11637.188,14599.114,10645.050,8151.293,11198.694,6913.030,7017.261,11316.588,17083.979,26632.814,31073.813,34370.927,29480.400,20138.420,11530.049,9166.948,18984.139,54513.625,126212.951,244472.406,369829.935,463584.128,469889.287,390435.860,227775.768,96405.206,29787.355,5492.649,1437.839,974.296,979.568,1108.563,874.674,748.863,801.011,632.111,780.708,838.772,778.315,876.805,689.500,577.028,778.971,633.830,615.463,650.242,733.974,652.051,420.036,609.577,501.759,332.638,454.189,436.496,470.479,499.633,423.666,527.090,481.329,402.783,289.816,418.612,373.557,386.229,372.234,248.254,304.170,305.585,331.965,349.965,361.092,365.490,256.926,289.371,287.497,315.595,245.785,362.686,302.814,294.729,250.841,259.809,306.839,227.617,256.620,262.154,315.795,321.584,275.718,258.135,295.633,302.038,242.295,220.226,229.926,202.271,255.161,227.727,209.748,263.167,190.214,188.761,211.673,202.603,253.790,226.465,212.222,211.977,180.546,159.917,160.430,199.174,202.017,171.504,190.865,173.149,188.198,198.219,167.370,169.276,152.376,218.770,225.938,238.478,329.602,458.437,539.565,580.610,724.776,726.504,758.933,728.048,631.476,479.612,364.120,282.847,247.775,218.049,222.590,235.618,325.023,659.189,1168.117,2236.337,3820.493,
258,44563.356,25358.873,29006.033,20199.514,13386.992,15830.038,11983.804,14024.113,8746.376,8998.069,8977.466,7175.785,6936.379,5117.316,8454.290,14972.459,23075.811,29090.874,30629.335,24844.859,16211.289,9737.082,7134.038,16062.175,46523.522,110881.280,219038.391,344240.189,438437.542,453694.981,364013.073,218118.230,101773.228,30142.290,4420.466,1341.084,1053.027,889.717,750.936,425.261,1015.700,792.350,781.103,607.497,735.271,829.511,708.038,798.871,655.818,560.285,578.590,558.045,482.354,452.774,526.185,318.039,458.844,345.751,404.800,435.540,411.896,408.550,413.963,400.424,470.037,306.073,357.365,291.548,320.510,310.241,236.697,289.917,230.657,251.659,265.652,305.805,267.925,282.798,226.840,323.335,273.933,247.199,280.250,298.115,247.761,231.398,243.771,289.137,257.000,250.036,252.998,204.856,220.387,228.127,200.419,265.198,212.717,235.522,212.360,174.073,229.215,180.951,209.414,214.652,147.873,175.602,222.591,202.000,179.732,175.600,191.366,152.076,152.074,167.145,150.410,178.141,193.975,207.450,139.597,125.131,174.633,124.731,170.184,135.144,146.955,158.127,115.896,149.672,141.760,175.293,179.501,272.404,311.073,394.585,473.059,546.783,668.879,776.918,738.818,652.824,509.148,387.497,285.127,241.183,207.327,157.145,196.443,219.418,277.700,490.582,1034.258,
260,28573.333,23471.380,20907.554,12718.523,14712.611,15805.272,9620.274,9060.040,10402.759,7237.894,7976.094,7609.883,5207.186,3709.874,4859.521,8183.172,12907.700,19893.198,24241.130,24874.221,21975.702,15549.224,8236.882,6479.712,13099.014,39621.965,97579.291,196640.295,317027.683,406594.041,429187.531,355569.064,229601.670,102832.821,28860.256,5549.007,1150.906,748.277,838.679,636.403,814.582,756.373,488.652,532.664,496.986,716.862,568.465,522.979,510.935,437.237,420.788,487.742,396.893,356.573,479.341,347.847,496.921,409.933,286.863,330.744,368.075,373.358,392.908,281.112,307.755,282.018,294.533,249.218,281.022,237.616,209.731,217.225,242.138,287.634,225.212,296.203,274.130,233.094,275.611,220.593,246.099,219.971,227.664,217.339,219.501,247.073,166.822,218.831,187.617,189.943,199.804,158.464,220.806,223.388,229.124,191.378,163.859,168.715,196.031,226.694,237.011,186.576,212.444,167.770,156.680,160.599,145.612,156.391,175.728,156.419,143.023,135.643,135.242,152.465,138.181,159.123,156.374,153.873,116.282,141.319,147.552,127.663,142.597,128.615,126.626,145.244,134.899,110.643,130.279,151.978,124.265,128.894,168.441,207.707,264.609,376.493,485.891,580.546,676.741,694.548,632.085,575.585,453.082,365.976,250.924,221.019,189.496,147.845,164.180,164.326,264.726,
262,18242.671,23183.810,16365.868,12373.738,12327.346,16449.178,8008.399,6413.212,8050.280,7876.182,6631.721,4370.583,4133.344,3938.889,2675.063,4517.067,7148.717,12409.634,18119.818,23719.716,22890.647,18577.037,11555.910,6913.724,5448.900,12289.183,37989.344,97784.022,195051.199,298225.829,389426.429,405638.059,333413.860,209793.100,87196.461,28347.597,4011.583,980.667,669.142,706.072,566.885,653.379,424.892,559.878,639.030,500.770,458.934,505.377,440.141,484.190,394.657,354.690,405.791,352.010,394.961,387.610,392.261,362.509,279.607,286.865,275.336,305.358,254.194,235.255,274.179,321.304,220.174,254.083,192.681,246.998,212.639,225.743,271.405,240.859,216.164,180.819,209.766,170.669,277.639,219.746,193.673,211.402,201.012,199.765,213.320,188.266,182.595,149.964,236.780,188.647,175.653,193.596,177.621,165.709,214.454,186.044,218.980,168.880,140.363,199.796,180.503,202.071,142.607,161.814,179.238,144.236,156.271,131.999,135.608,161.123,116.406,151.623,133.112,151.606,141.695,103.816,94.072,153.238,127.399,119.989,119.516,126.087,109.962,131.745,110.923,138.010,136.542,125.340,121.528,128.451,118.139,121.564,105.490,140.364,158.406,179.572,285.025,391.138,511.543,588.557,642.231,615.864,591.463,491.460,366.620,258.631,222.540,182.275,155.788,155.247,152.517,
264,22954.333,19598.109,19333.333,12044.594,13304.308,9753.173,9870.164,9533.982,7673.316,5490.512,4923.881,3864.017,3841.762,3802.812,2507.870,2046.953,3923.118,6055.303,12210.483,17256.620,21185.176,21167.142,16571.911,10517.716,6065.070,4960.702,10997.386,34950.472,91974.442,172731.801,285435.884,373620.744,391875.083,326098.353,207412.500,98566.676,26463.135,3329.817,798.368,632.151,559.528,471.616,430.594,443.743,442.146,402.672,373.982,425.809,510.117,377.261,304.903,302.615,325.892,336.891,276.070,300.155,293.649,271.585,192.685,285.243,315.167,184.138,251.824,280.438,230.916,263.690,202.800,228.890,221.600,226.284,221.895,185.030,221.368,168.996,217.557,171.165,183.834,192.634,185.246,179.248,234.003,199.878,143.973,192.267,173.481,150.462,172.031,143.806,187.247,160.118,164.058,139.730,137.574,123.870,155.818,185.696,140.218,173.559,151.328,151.231,156.538,146.600,131.291,149.040,142.518,163.633,122.539,155.246,112.710,110.847,132.792,115.350,119.497,142.232,118.961,115.458,126.227,102.220,131.105,135.772,96.415,120.284,108.717,104.409,93.883,106.795,109.078,107.557,108.963,99.634,121.196,103.769,87.158,86.741,97.021,104.034,153.142,223.066,288.662,407.981,492.678,568.238,595.799,612.734,508.742,438.727,336.125,250.649,187.079,164.480,152.589,
266,24752.824,21326.321,16159.578,12221.315,8162.533,9532.408,8682.462,5869.063,6578.291,4574.062,3507.727,3398.304,3067.051,2240.330,2231.487,1845.075,2164.282,3463.872,6061.186,11382.048,17302.637,19124.152,18490.896,13879.904,8885.899,5095.910,4125.873,10212.246,34063.645,81844.978,168620.415,275274.441,358575.411,378870.365,321782.267,224153.783,94686.523,21479.940,3259.880,635.517,448.400,463.355,459.991,393.407,482.472,480.735,449.019,407.544,357.977,433.925,342.092,361.486,360.430,267.773,193.168,252.769,218.110,254.850,302.442,237.574,267.180,275.363,261.886,286.341,247.069,202.359,141.567,191.352,239.491,172.211,185.436,171.556,161.946,156.543,182.067,196.542,186.161,168.864,180.511,164.462,179.352,166.445,163.304,152.148,159.018,139.817,154.646,167.212,157.108,98.939,159.567,123.407,179.530,145.603,123.698,140.393,148.475,141.727,172.378,129.881,138.552,90.661,130.181,118.486,129.259,117.600,127.856,126.777,93.630,97.182,81.540,105.000,106.577,122.468,95.765,89.616,111.981,87.239,94.930,100.666,81.602,121.068,90.702,96.826,91.553,83.319,96.274,95.938,98.963,100.521,88.938,80.224,73.434,78.563,76.691,94.978,106.237,118.612,170.141,261.630,330.796,417.894,494.762,573.794,583.846,516.928,476.238,394.280,287.961,236.123,214.015,
268,14417.184,12365.322,17156.724,9814.700,7931.533,9073.864,10771.981,7865.017,7578.509,5716.714,5218.285,3565.609,3364.474,1725.314,2245.455,1923.692,2158.508,2257.795,3552.233,6791.968,11834.982,15831.997,18020.886,17078.349,12325.396,7576.600,4335.672,3541.345,9858.897,29053.364,79295.803,163335.071,262026.001,343465.863,376408.775,334624.847,207930.762,79326.068,20279.504,2783.232,705.193,513.593,450.126,381.634,403.570,434.278,357.154,407.249,366.269,353.991,363.013,332.611,236.293,211.717,310.561,215.031,246.035,262.097,209.811,247.846,211.266,166.275,223.093,224.431,221.609,220.967,215.699,189.247,186.975,141.064,164.793,162.827,148.241,128.229,126.887,158.621,192.798,149.210,131.047,158.216,115.216,186.657,191.194,132.664,129.593,131.983,118.607,145.969,133.904,140.540,133.485,141.682,153.630,140.740,105.374,146.687,123.267,136.365,107.473,134.810,115.412,111.068,126.869,125.837,70.743,105.545,103.966,93.424,122.269,84.678,85.672,92.861,92.924,72.299,85.719,97.071,109.296,96.263,87.104,93.015,108.321,80.454,85.373,97.660,87.568,89.287,70.920,91.522,79.706,93.885,67.147,80.014,83.993,71.122,60.193,83.754,86.086,89.436,104.803,147.701,182.367,257.723,306.624,431.976,515.672,561.911,550.431,500.767,437.800,321.194,292.023,
