238,97722.922,70299.159,61927.826,64083.988,38297.311,59221.030,54781.503,63628.191,86318.709,81170.835,67132.010,52979.639,47767.411,68405.484,158805.116,319144.748,528494.505,745293.881,839596.217,772264.792,576980.709,352459.626,148440.837,50545.319,13643.402,4491.450,3276.462,3667.930,3485.923,3200.762,2691.155,2546.824,3294.528,1916.176,2842.971,2437.618,1951.735,2242.735,2315.543,2093.473,2184.686,1798.692,2326.251,1490.932,1451.442,1339.762,1281.022,1214.775,1412.560,1572.795,1058.167,1565.681,1484.806,1266.415,1247.720,1377.816,1346.544,1129.444,1140.640,1208.118,969.692,948.063,1039.101,857.035,1028.857,917.426,1013.939,852.683,942.098,808.701,917.259,846.533,717.756,899.180,862.529,733.205,743.669,660.316,851.223,704.493,645.298,800.752,739.932,762.553,757.101,703.480,637.623,770.070,623.053,687.951,708.887,630.092,692.993,777.386,717.714,760.205,716.500,665.897,538.939,589.831,429.739,610.575,541.065,485.968,578.638,547.213,590.081,336.173,431.144,495.139,485.941,413.103,460.720,479.559,557.145,569.431,718.934,865.380,989.681,931.008,1179.577,968.126,836.605,766.362,667.696,563.526,470.510,493.031,656.466,999.689,1773.247,3103.816,4814.877,6763.150,9116.878,11394.581,13528.821,15896.188,16373.506,15356.252,13129.186,10253.825,7567.618,4899.222,2845.218,1485.423,743.367,466.402,406.860,479.180,404.496,
240,72709.506,73791.240,62344.095,79563.800,56830.669,41740.330,56730.032,53651.110,67454.126,69808.373,76266.130,64748.058,50727.330,40494.497,66764.693,167068.614,344574.683,573655.178,785114.607,900356.404,815159.495,621511.444,339510.410,151449.803,49662.740,11611.137,4680.173,2600.044,2953.992,2956.554,2483.643,2104.342,2432.563,2446.758,2650.687,2566.158,2199.285,2082.681,2078.901,1859.182,1976.798,1525.317,2062.689,2139.777,1703.908,2155.552,2044.071,1661.049,1434.273,1723.211,1480.045,1484.244,1432.735,975.125,1233.492,1101.981,1421.648,802.720,1239.523,703.001,1011.378,962.288,943.638,715.271,795.904,981.576,974.293,913.105,832.505,882.965,760.949,835.935,779.156,926.799,733.543,693.628,692.858,907.891,768.462,900.078,883.292,874.937,764.263,722.432,820.444,665.273,782.950,670.135,550.614,725.082,672.887,718.731,682.524,763.395,725.250,601.185,594.707,485.868,591.218,581.319,606.396,627.434,565.996,464.673,638.183,506.933,517.301,429.951,422.224,498.543,483.086,441.116,526.076,463.537,423.988,494.408,640.570,653.012,800.834,848.766,1019.501,1052.691,1013.069,1002.935,870.061,673.843,572.365,518.449,536.261,480.639,616.726,1142.123,2010.400,3387.858,5185.257,7650.199,10579.937,14329.184,17024.797,18160.169,18091.759,16279.910,14373.338,11108.582,7934.203,4947.161,2738.910,1356.692,678.071,374.979,386.149,
242,70849.474,75908.097,70314.677,65250.571,53540.637,42566.509,51341.266,31377.259,53730.303,64238.679,71661.976,74275.384,61421.506,39723.454,38944.869,61594.940,158128.589,338035.603,571800.092,836038.822,953656.808,897119.689,645789.295,373491.972,169424.371,52489.482,12818.522,4027.867,2462.712,3054.632,2613.301,2689.680,2289.230,2418.862,2325.248,2071.613,2043.952,2318.303,1836.003,1860.484,1764.491,1582.132,1776.897,1869.150,1739.938,1786.868,1587.390,1833.341,1826.132,1214.060,1552.340,1417.010,1473.863,803.210,1329.195,1276.393,1173.421,1562.600,1009.576,998.507,1017.895,1132.578,998.675,1071.707,699.989,908.710,810.247,891.886,775.723,905.054,842.492,687.003,762.809,764.974,773.805,718.664,745.689,801.036,772.995,799.783,863.810,741.519,795.919,772.492,799.433,588.498,724.706,622.849,604.245,568.699,593.866,703.865,668.644,696.346,636.922,536.759,527.974,653.268,536.888,601.326,504.430,617.504,498.368,543.588,389.389,574.703,427.335,476.243,483.664,477.686,441.918,487.565,505.482,444.723,359.822,434.908,480.117,509.690,530.183,678.935,788.733,972.905,1155.670,1084.932,1079.401,992.219,942.008,728.920,619.450,505.788,455.236,424.019,678.667,1004.648,2051.655,3508.101,5815.691,9220.639,12743.546,16150.716,18567.010,20117.417,20241.674,18864.146,16143.212,12159.266,8718.962,5649.417,3268.920,1662.140,813.807,
244,89058.370,54703.470,74018.881,66636.865,45052.722,35874.850,39436.156,34856.635,38339.533,45448.546,68465.079,69609.242,71659.065,56002.326,42487.994,35135.062,62588.235,148180.304,323433.552,593334.097,844555.386,978756.908,915488.043,677028.281,394998.096,179053.003,57584.496,13475.836,4553.104,2511.094,2981.412,2654.043,2590.024,2189.676,2106.501,2079.824,2457.117,2018.661,1753.945,1999.025,1685.418,2119.991,1959.686,1857.899,1345.473,1598.408,1457.761,1564.754,1698.117,1577.943,1324.707,1672.056,1241.071,1477.555,1083.799,1169.123,943.020,1263.639,985.068,1189.764,790.614,1004.138,986.103,994.511,974.985,758.910,937.916,1008.739,578.269,966.995,788.797,874.710,781.901,830.039,795.489,686.239,827.258,601.130,811.925,795.835,721.306,850.532,741.253,737.237,696.430,674.407,798.424,600.959,601.115,519.734,548.209,617.080,578.032,654.141,646.193,608.323,521.631,613.062,656.959,520.295,509.529,469.852,447.617,507.962,472.031,607.800,496.645,431.723,479.505,445.182,395.525,418.695,335.430,493.786,412.396,441.501,381.171,479.790,488.260,557.300,561.533,731.240,874.088,1007.356,1158.329,1121.314,1114.382,1028.232,913.734,702.532,551.655,426.461,407.493,432.754,547.621,1119.098,2002.494,3979.640,6566.620,9758.440,13208.320,17161.290,19896.961,22204.889,22348.237,20505.005,17689.968,14333.102,10329.418,6540.823,3647.034,
246,98618.438,72047.883,53448.476,64904.702,47467.839,34170.984,35199.708,40530.800,28509.198,37748.061,50108.304,57343.020,69350.340,64154.054,49264.526,36055.241,28727.161,56746.887,135865.650,326460.732,601496.922,830823.699,976908.101,917993.774,668927.517,383406.203,172679.695,55361.214,11842.224,3802.313,2816.934,2310.928,2647.395,2144.609,2488.896,1976.202,2071.664,2275.734,1990.202,2301.175,1929.379,1919.817,1888.397,1728.068,1577.733,1758.443,1387.332,1564.688,1503.719,1505.397,1210.345,1384.269,1188.716,1651.178,1028.282,1229.027,1136.358,1085.924,955.276,985.957,1064.443,883.891,935.074,768.389,802.089,919.004,684.042,915.484,834.784,855.864,766.247,892.632,838.742,691.256,903.487,709.551,634.075,812.434,703.742,748.594,726.864,723.583,792.375,678.513,736.007,729.292,627.975,720.662,534.165,658.780,613.874,545.032,582.940,521.585,632.258,678.710,592.392,503.292,600.771,558.389,544.179,403.051,488.372,444.971,511.845,429.377,414.513,470.936,449.255,473.552,483.757,410.824,329.469,388.344,488.007,425.081,344.144,384.168,367.382,410.472,425.060,491.974,714.254,769.622,860.867,1040.226,1145.443,1163.982,1081.611,980.170,793.688,565.371,427.622,418.949,351.153,432.755,567.474,1215.880,2353.882,4185.552,6993.679,10465.812,14373.111,18868.720,21533.655,22865.974,23227.020,22438.693,19187.450,14890.095,10659.069,
248,60824.415,74864.671,72710.499,49843.046,34660.878,30806.173,31249.247,31601.865,30297.638,29205.400,32078.784,38731.680,53069.069,64852.613,60471.892,46336.202,29605.640,24339.656,46406.533,134081.140,309789.142,550684.486,830731.146,970685.145,891532.821,669475.325,397533.298,180204.449,53158.931,13516.340,3642.224,2439.320,2684.932,1980.063,2227.636,2103.779,2152.587,2249.075,1827.066,1626.957,1903.306,1694.476,1654.272,1558.690,1636.603,1469.311,1574.337,1228.334,1085.342,1256.620,1074.314,1260.198,1057.239,1104.571,1121.300,1054.269,889.382,874.493,1067.217,841.753,977.943,872.093,691.774,652.499,736.325,722.985,875.564,610.394,724.713,792.486,525.985,679.249,706.886,688.070,839.661,626.676,577.409,695.801,738.916,732.314,613.419,738.977,620.204,500.799,530.660,513.506,539.917,564.045,520.307,540.491,586.009,527.557,627.567,463.328,601.663,491.455,475.075,412.567,489.028,458.005,482.388,473.309,441.542,501.111,417.067,372.647,374.003,343.505,346.395,363.557,428.617,344.516,403.870,274.794,348.819,345.971,290.134,319.820,280.443,335.961,331.104,336.446,515.875,560.738,645.857,777.365,995.796,1122.681,1075.151,1134.723,1031.944,832.361,604.857,493.777,401.567,395.176,329.208,370.160,593.754,1058.568,2195.684,4375.973,6972.209,11030.983,14873.627,18298.566,21806.867,24738.161,25389.290,22990.613,20300.653,
250,60349.001,56328.763,47889.528,41043.078,39916.454,41281.658,30522.158,23544.050,30165.573,18649.294,23866.587,27235.090,37443.111,49934.471,52024.021,51861.823,37381.570,24518.510,22007.474,44721.547,129159.668,289511.966,569131.675,808219.542,919968.364,861584.331,648392.492,376290.924,160758.740,55100.081,11349.494,3292.657,2435.618,2611.383,1871.237,2357.504,2082.953,1465.171,1646.900,1393.146,1291.925,1528.739,1469.056,1415.976,1260.269,1280.368,1325.377,1387.281,1128.062,1063.989,1024.132,1080.502,1112.740,983.675,778.825,1052.337,1041.954,686.962,902.727,745.097,778.954,708.963,834.770,719.309,745.367,616.698,723.520,714.066,753.223,594.164,568.552,619.835,596.586,603.386,619.749,501.077,379.887,461.948,604.155,581.630,697.054,554.817,492.900,657.664,515.216,507.621,450.152,458.915,453.164,380.646,496.943,525.688,470.351,444.074,546.107,480.877,448.655,397.301,391.468,380.454,460.865,432.434,465.258,433.045,419.700,364.105,299.012,361.898,284.909,362.335,318.428,339.273,329.618,312.447,314.809,258.963,328.102,368.899,300.447,323.637,305.745,329.594,377.929,368.826,386.973,484.020,660.438,779.888,1020.566,1015.479,1090.001,904.355,922.233,721.938,541.396,441.116,324.893,343.411,354.410,302.792,551.300,1177.174,2445.377,4793.550,7400.060,10686.652,15024.187,19736.846,23351.380,25022.741,25630.052,
252,68236.889,65609.020,59970.100,40473.620,37081.070,30567.364,29199.260,25756.347,23508.549,16851.028,15595.592,17183.403,22150.377,33183.168,44096.543,44727.788,44083.251,32547.975,20166.677,17317.478,37878.074,111438.265,304796.442,535306.305,767175.021,899217.397,844522.746,644614.709,372444.774,173766.288,49944.025,10884.605,2701.283,1924.304,1937.251,1667.021,1703.676,1396.217,1450.962,1353.746,1379.417,1369.796,1384.608,1379.320,1375.093,1244.087,1051.076,1278.121,1147.445,864.028,907.600,914.220,947.324,905.475,1005.440,924.880,753.705,925.634,763.878,644.440,583.052,639.314,723.796,625.800,601.236,647.620,738.937,619.843,510.495,668.968,728.713,562.458,541.960,617.822,531.202,575.811,552.829,516.229,374.606,621.933,504.038,465.342,491.340,511.242,494.643,412.481,545.952,506.886,445.856,441.969,412.603,476.522,444.686,435.459,495.834,397.451,389.186,415.972,317.123,326.479,466.490,393.429,366.511,362.539,350.977,338.837,365.268,310.349,303.728,349.082,291.081,356.268,289.447,317.619,265.781,239.938,309.702,290.365,233.478,268.741,272.924,258.838,273.305,288.688,290.236,352.027,431.312,520.520,651.946,783.880,863.858,914.756,902.880,786.353,764.492,616.166,507.751,401.272,373.674,311.542,294.484,305.648,487.628,1115.122,2227.937,4092.296,6744.778,11217.191,15174.516,19400.960,22747.311,
254,51900.432,54347.975,39397.902,36519.479,27944.920,26872.802,23672.326,23620.833,16141.995,18399.908,18700.311,12557.829,13282.351,18794.677,29733.991,38028.006,39925.278,36752.468,28041.694,17531.444,13792.222,32000.471,118477.549,268876.111,494465.624,738114.782,858374.915,821710.492,621556.509,389901.761,164942.619,49451.395,12492.555,2389.371,1930.758,1703.490,1635.003,1336.239,1643.606,1645.917,1093.064,1208.732,1315.877,886.231,861.086,1174.797,875.783,940.307,1119.176,1039.956,808.521,809.335,790.590,942.481,672.363,679.022,696.157,639.652,601.813,592.440,658.575,498.055,743.057,539.122,584.755,429.881,498.458,487.964,479.915,589.846,423.785,581.878,439.072,501.083,459.637,494.434,504.933,527.961,566.809,518.509,427.413,439.172,511.398,531.595,374.113,335.956,424.569,390.662,397.114,407.501,314.389,421.128,383.852,456.496,413.202,392.060,410.435,394.479,375.860,328.979,315.387,275.352,297.335,291.987,274.728,280.344,276.847,294.880,310.587,261.076,281.826,212.940,213.977,292.547,247.648,251.190,278.401,238.493,276.856,253.445,212.125,227.681,230.812,217.843,248.628,251.600,268.572,338.341,386.551,528.794,625.641,687.170,774.549,886.825,794.988,715.476,682.729,561.478,472.094,346.078,289.414,262.418,268.282,295.727,488.362,927.141,1994.461,4035.297,6700.652,10242.916,14364.758,
256,38277.805,40796.404,35379.021,35369.962,22799.565,28026.414,22748.961,19009.258,14071.832,16467.704,11401.390,8059.425,9635.494,11062.884,19622.518,27066.295,34401.822,34904.574,30648.183,21030.333,12596.837,12220.746,38078.823,110536.866,261957.852,493270.142,695629.362,806557.905,769261.247,602055.227,343460.417,142090.293,49279.578,8961.809,2293.857,1578.326,1423.820,1449.173,1337.758,1236.653,1086.523,1099.038,1142.557,660.747,945.048,949.261,904.685,900.459,747.664,963.780,703.919,760.807,662.890,585.383,663.933,853.851,688.221,517.243,677.553,652.470,611.570,520.666,578.309,435.723,496.694,498.823,442.128,469.059,434.354,417.258,403.114,389.344,503.832,340.159,400.516,400.171,384.406,378.035,451.106,460.373,310.970,522.937,427.314,348.993,372.204,366.289,326.108,340.072,370.916,321.677,372.509,370.843,326.531,337.167,366.497,392.937,302.245,308.238,283.609,266.328,319.228,247.576,315.137,273.602,263.647,212.481,281.646,240.333,222.422,264.725,276.779,253.214,229.762,215.550,239.755,242.014,175.630,217.250,215.343,230.481,192.917,170.156,232.815,220.484,176.487,188.665,211.268,235.335,251.924,310.162,378.029,462.445,545.474,628.405,702.266,768.530,786.182,712.104,607.500,489.168,348.001,323.345,230.879,222.357,204.310,258.737,473.422,1037.560,2078.512,3962.663,6826.079,
258,29671.599,40740.820,37638.388,27579.282,28133.190,22145.480,18776.020,14084.736,13034.303,11378.982,10052.026,8180.412,7331.569,7679.732,9640.453,15887.705,23925.215,29879.921,32354.962,26045.548,18244.239,10820.788,10130.770,31661.375,102001.437,252056.336,449087.596,642728.688,766870.812,758672.269,575496.138,331791.320,159906.876,46616.175,8609.141,1930.628,1494.472,1089.790,1063.017,923.397,1174.761,804.549,908.510,1175.210,882.973,996.321,936.939,828.436,675.168,821.997,739.343,760.279,541.955,528.849,633.037,579.982,494.534,443.316,510.468,379.958,424.468,401.662,369.657,463.902,482.451,440.366,368.245,420.713,386.438,370.543,353.966,378.107,390.633,432.759,376.278,303.700,298.834,398.422,302.681,365.033,346.024,356.155,340.223,341.443,367.150,340.740,264.979,314.634,333.600,267.401,292.258,220.855,267.270,257.187,328.309,242.284,292.142,266.960,238.141,241.496,203.534,279.271,237.139,235.586,203.682,210.954,227.368,205.397,201.000,167.734,244.016,182.216,219.654,135.826,164.318,219.491,170.471,194.244,159.423,172.200,211.160,166.114,215.073,191.897,157.270,162.281,197.540,174.700,173.442,208.676,214.865,283.669,313.258,413.929,505.351,622.293,708.351,782.566,700.970,680.721,500.921,404.002,327.917,224.304,180.907,162.553,216.476,221.733,420.922,914.049,1933.123,
260,38599.832,30619.484,26494.041,21606.320,23863.976,17844.771,21072.785,13708.423,13784.506,9113.682,7781.492,6625.264,5601.100,5704.390,6796.241,7237.776,13701.567,20814.465,25199.509,26332.606,21774.921,15373.952,8062.785,8489.273,27173.294,93197.530,220888.841,397756.226,590818.581,738061.147,739469.558,573731.470,358739.999,157173.611,42723.973,10663.800,2000.111,1052.635,993.641,776.086,764.413,966.652,793.476,946.687,974.408,711.778,591.465,720.252,604.762,512.243,618.463,469.669,576.002,554.719,590.685,489.185,462.904,529.394,438.781,466.724,448.444,403.729,428.984,456.768,316.168,383.379,394.122,302.625,264.856,286.126,345.251,319.799,296.766,334.305,246.589,328.347,304.335,300.143,306.180,325.772,306.403,341.482,305.095,270.754,297.206,237.179,256.698,276.398,221.412,267.068,228.302,260.865,266.541,263.171,227.628,260.218,206.279,236.466,234.824,257.139,218.382,221.425,186.089,197.290,179.690,194.055,177.308,221.927,199.062,167.370,150.638,221.864,195.072,175.023,170.035,202.998,158.573,186.847,165.186,126.576,142.723,159.172,158.666,155.800,146.140,150.068,160.882,155.976,151.717,183.144,149.198,170.894,168.554,232.837,304.329,360.276,511.280,649.273,716.978,731.648,693.442,586.432,477.740,353.879,278.690,198.623,185.273,207.270,214.943,209.293,360.941,
262,37745.499,21877.689,19468.375,20872.578,18727.637,16330.518,13949.686,11623.997,9424.487,9316.083,9267.280,4916.967,5947.425,5343.901,4183.170,4776.888,7688.754,13231.256,18804.488,23706.331,23028.624,20008.635,11714.892,7013.701,7791.879,28723.047,88996.142,206129.556,376354.606,580712.821,724998.709,708282.481,556658.250,317747.823,126770.613,42214.887,9476.825,1412.385,780.086,1072.802,840.777,926.536,711.358,652.992,586.761,636.083,601.895,755.194,596.824,575.771,488.615,506.045,537.663,481.127,332.984,497.730,496.372,475.414,400.626,377.078,378.514,378.255,321.785,335.987,391.984,362.318,284.345,344.849,294.608,267.548,249.851,323.705,222.206,291.419,245.368,276.073,330.833,262.474,224.963,262.874,287.189,254.798,237.087,242.836,260.075,237.084,216.055,202.945,190.112,226.961,188.765,262.802,229.043,262.499,240.011,201.427,216.062,199.380,211.915,203.050,231.726,195.942,203.249,164.047,159.165,157.414,156.744,169.348,170.872,176.150,120.131,189.521,138.259,159.742,127.493,125.387,162.802,156.121,113.194,143.489,132.780,164.196,133.652,124.699,129.981,146.373,109.729,138.874,154.147,166.335,116.637,128.606,147.379,130.806,156.392,210.478,311.140,450.359,569.292,641.876,655.690,620.424,614.932,513.042,389.457,279.565,205.994,182.376,144.326,152.485,140.223,
264,27641.141,20461.700,18007.996,23191.851,16880.295,18555.494,13349.699,11223.138,10945.083,8560.361,7582.024,5727.827,5288.579,3024.570,2789.731,2982.909,4083.959,6488.486,11823.625,17889.578,21530.749,21285.277,16489.656,10219.690,6187.687,6630.737,25459.527,76194.089,178925.044,351483.627,567980.067,709762.454,704810.062,540283.664,295264.762,134961.286,45567.505,7443.245,1393.243,921.866,854.368,689.164,673.651,753.816,514.068,560.797,615.812,546.943,488.257,518.777,407.405,500.260,432.696,428.592,379.222,395.614,378.330,370.778,384.195,367.653,303.173,284.942,261.932,277.910,342.902,283.370,249.014,293.863,287.922,291.290,221.785,280.660,276.672,266.362,285.025,250.854,266.963,234.947,265.743,277.483,226.561,257.666,208.075,251.182,215.852,219.040,229.684,184.494,231.262,179.632,202.112,164.541,208.340,178.993,212.340,227.895,194.499,215.800,184.128,167.877,158.610,184.468,178.892,139.379,123.590,160.359,191.699,151.100,144.883,115.778,156.872,159.340,117.866,148.869,133.698,148.010,132.591,128.454,139.690,126.057,112.016,133.516,106.666,130.501,127.971,134.843,117.264,140.821,107.958,107.994,128.842,122.894,110.492,94.513,101.835,135.002,157.177,254.698,345.548,401.657,526.877,568.190,606.915,594.090,517.300,438.039,308.151,214.076,178.557,144.917,159.276,
266,23487.122,24172.503,19241.553,18047.845,11806.154,13465.544,14280.136,10916.757,10281.623,8828.324,7362.348,5553.227,5012.342,3804.227,3037.199,2705.274,2618.830,3461.766,6055.186,11889.552,16402.880,19819.619,18029.483,14685.684,8593.852,4968.743,5658.902,20562.370,65119.203,162028.694,349076.663,557062.787,687193.452,684580.694,509140.508,306831.011,141118.713,41338.479,8258.358,1161.288,815.669,638.434,750.258,571.930,619.229,603.780,582.975,536.377,471.732,450.461,401.551,476.728,332.310,355.736,455.995,326.684,277.355,305.878,327.529,291.621,309.984,278.494,269.184,245.026,250.037,260.208,260.701,258.847,270.250,253.728,209.046,196.710,215.009,204.984,257.744,204.406,242.669,240.174,227.372,223.000,197.545,257.514,240.301,224.858,170.349,193.283,178.622,185.734,223.844,216.646,190.345,164.426,157.902,193.308,156.262,184.597,172.066,148.885,170.336,182.660,148.785,149.240,155.418,129.821,140.790,136.130,148.801,115.295,135.419,122.351,141.234,152.060,117.894,107.596,148.478,125.100,115.165,114.487,110.560,113.950,110.276,105.899,108.836,93.359,109.045,96.966,101.197,89.922,121.634,89.926,110.730,90.733,100.585,81.269,96.260,99.265,120.024,135.267,180.223,256.216,330.169,396.480,519.031,579.739,562.790,541.359,462.925,354.910,273.756,209.862,171.646,
