238,119262.727,96237.587,67107.364,49942.557,44641.195,54538.104,61705.434,68388.269,81092.481,88405.594,73661.242,52777.398,42048.763,47025.431,96260.892,181076.544,296701.870,401173.819,436827.275,388521.531,285995.040,169482.201,71987.283,24514.681,7892.822,4687.812,3102.363,3745.651,3090.539,3808.403,3279.014,2582.396,2791.345,2416.691,2583.462,2628.623,2924.898,2733.851,2416.636,1533.110,1575.686,2367.879,1684.929,2225.245,1714.469,1931.547,1761.451,1546.262,1731.563,1491.527,1486.403,1241.506,1613.662,1418.917,1561.846,1248.611,1365.192,1114.911,1066.259,1354.655,1241.854,1287.971,1082.170,1058.103,1158.108,918.749,833.697,783.126,739.145,703.042,774.990,906.022,782.669,908.309,678.849,841.606,728.336,686.751,779.447,648.774,658.430,761.151,686.387,713.557,492.827,686.088,689.528,587.900,627.115,500.549,773.968,670.850,704.650,674.642,587.711,747.609,663.057,643.682,738.424,648.520,546.581,545.812,496.623,552.626,497.690,587.748,582.685,452.651,539.111,481.926,461.425,489.452,505.152,553.280,656.407,625.201,744.061,839.580,900.634,1033.886,990.855,938.633,848.327,799.419,670.805,499.726,504.177,500.289,457.565,768.785,1154.808,1977.129,2772.966,3691.238,5100.899,6676.504,7991.371,9341.892,10111.934,10180.747,7853.340,5931.161,4757.561,3010.164,1844.767,938.822,593.335,405.339,350.163,372.012,455.502,
240,92188.737,67708.405,80242.702,66046.846,57341.919,52052.159,45501.814,58831.599,77727.068,70825.141,79387.596,62518.192,49913.959,32748.946,48975.445,100249.635,197749.672,320309.671,419841.250,467015.464,413883.125,303412.341,162511.814,73237.586,22194.276,7706.633,3828.772,3111.984,3498.842,2299.613,2767.670,2707.558,2290.127,2373.980,3288.368,2448.951,2734.610,2266.167,2447.455,2229.363,2242.568,1844.379,1598.750,2201.466,1868.438,1925.789,1546.775,1823.791,1619.761,1868.579,1606.708,1598.668,1501.286,1327.848,1423.644,1299.925,1132.932,1261.243,1191.262,1312.266,1149.358,1091.939,1010.566,905.706,967.284,1161.497,954.849,823.476,846.922,897.291,766.016,780.775,920.328,746.967,923.954,772.772,748.370,916.190,880.936,607.702,776.277,648.730,659.670,709.454,579.830,583.254,652.568,637.021,664.743,682.724,795.378,760.264,649.112,746.152,643.368,636.044,738.063,601.108,643.164,650.670,568.275,643.995,483.013,535.568,632.727,575.760,527.434,507.782,484.454,466.294,518.321,431.794,478.995,512.144,466.442,479.131,512.210,697.971,791.243,968.510,1021.799,1111.087,1064.729,1051.243,944.275,700.094,702.473,549.747,495.793,449.767,478.555,794.098,1225.099,1804.540,3111.550,4452.898,6300.246,8644.740,10178.446,11435.678,10438.577,9592.304,8752.893,6711.617,4923.289,2811.654,1857.639,918.916,537.213,467.193,411.990,
242,91765.904,64598.820,82799.764,70225.005,47082.145,43013.609,45321.664,53558.883,63675.421,64468.746,72054.931,75238.431,61680.098,41495.034,31015.700,44833.875,95068.744,193809.325,318879.722,447249.177,505443.614,453951.217,315110.512,186569.969,77213.069,24760.589,7657.794,3486.745,2970.426,2549.918,2805.601,2159.771,2850.960,3062.703,2971.184,2804.931,2221.319,2704.726,2366.209,2207.859,1979.098,2482.274,2237.749,1793.569,2032.600,2024.950,1607.270,1705.522,1497.556,1813.531,1887.897,1308.589,1573.679,1552.703,1078.500,1706.946,1096.518,1332.752,1337.531,1139.436,1113.992,1124.786,1042.270,890.485,888.275,936.520,924.404,980.715,977.435,768.032,767.727,611.180,833.113,647.002,761.898,588.113,650.608,799.309,778.865,775.053,825.809,637.521,773.813,690.372,744.382,607.713,597.351,737.093,697.894,623.740,611.066,647.800,748.089,703.407,657.239,530.514,626.992,628.369,584.056,659.908,621.130,505.121,478.240,418.593,611.974,528.329,503.992,524.652,467.202,425.019,469.605,490.550,348.375,504.876,408.274,352.074,372.070,486.851,642.377,719.022,799.356,990.543,1067.714,1114.788,1267.545,967.302,941.097,768.204,612.847,556.164,464.381,451.966,467.916,749.578,1203.849,1983.095,3454.575,5405.724,7644.517,9616.352,10693.970,11775.073,12263.780,11519.585,10005.689,7608.829,5437.870,3453.904,1966.471,1163.689,665.291,
244,92938.535,75652.112,65927.282,68826.931,55311.376,49773.014,30174.867,44518.148,47515.415,45850.674,66174.221,71066.093,70583.062,54092.964,38355.425,27161.985,42338.464,88245.032,179943.473,330638.113,462788.756,508730.858,456319.178,337613.958,185375.756,79172.352,27153.654,6945.124,3752.073,3050.391,2928.721,2833.177,2740.895,2656.034,2241.060,1972.971,2108.807,1847.926,1994.167,1842.740,1473.532,2069.614,1644.508,1746.891,1746.248,1677.187,1950.948,1327.238,1567.185,1797.110,1344.265,1689.475,1509.380,1515.268,1451.697,1302.002,1195.206,1466.517,1239.470,1243.605,1121.087,946.452,951.962,865.655,1010.076,777.121,1056.037,999.624,913.208,777.192,741.216,679.845,780.102,730.041,781.688,707.187,649.644,774.744,619.200,715.686,772.576,664.974,769.852,758.359,597.548,568.833,703.221,726.979,657.653,539.051,679.223,610.249,647.026,633.303,644.792,525.121,734.747,599.667,556.359,600.565,588.704,575.647,530.382,559.346,494.609,422.055,451.432,457.431,473.373,460.838,458.214,495.192,496.759,446.696,350.928,406.030,528.621,460.270,521.552,562.274,662.810,671.891,912.517,1114.970,1192.373,1159.265,1129.273,1120.944,897.519,735.596,590.289,417.421,443.186,408.098,476.013,744.834,1295.170,2487.597,3875.612,5895.114,8311.348,10078.011,12122.440,13324.394,13129.337,11969.293,10687.292,7990.552,5971.656,4088.362,2268.468,
246,101154.595,73696.622,70854.451,49911.968,58203.000,45577.680,41805.445,30260.656,33790.740,33037.389,46472.615,59376.009,67958.262,61874.044,52550.886,32582.908,23894.402,37815.634,80600.649,193394.901,332743.288,444770.800,495907.664,441621.305,313457.447,178172.365,80544.787,25585.390,6741.165,3114.057,2652.063,2801.452,2822.935,2658.582,2411.397,2316.916,2135.133,1601.987,2014.141,1830.392,1836.489,1979.233,1472.436,1441.561,2043.087,1506.013,1963.497,1954.133,1494.665,1372.792,1643.219,1432.556,1127.592,1243.051,1258.573,1511.545,1250.927,1185.895,980.096,1076.314,972.998,941.215,907.910,964.979,916.795,819.519,737.789,681.788,617.354,854.372,725.606,871.798,647.441,822.892,716.441,615.440,638.002,786.911,800.597,702.419,691.661,656.048,711.246,739.958,587.299,670.049,621.212,629.487,582.814,573.684,670.458,638.673,680.180,570.495,638.868,600.771,704.571,509.674,596.466,536.954,493.937,556.668,556.618,481.993,433.392,502.793,424.721,478.566,474.306,495.947,420.182,499.112,413.455,415.474,504.866,483.592,390.208,465.837,455.309,362.284,483.775,527.283,705.650,814.847,991.077,1044.433,1149.555,1240.913,1205.421,1011.067,773.059,613.674,494.945,413.052,374.136,385.234,464.885,838.558,1559.134,2666.988,4463.023,6178.017,8554.782,11389.968,12604.478,13497.842,13451.672,12063.722,10748.847,8563.309,5994.593,
248,86860.201,85043.133,49019.727,47176.100,42329.497,27982.665,41440.505,31379.843,24914.694,29626.534,29665.786,40913.649,63269.098,65150.593,57095.131,45789.700,27366.176,20007.092,30619.797,80493.198,182020.407,297692.865,426924.052,484749.796,436397.806,324452.438,192886.112,78301.068,22254.834,7640.660,3007.710,2377.163,2471.068,1997.332,2352.269,2055.641,2048.756,1964.176,1886.944,1799.140,1748.233,1586.915,1309.387,1927.345,1595.637,1491.509,1299.459,1338.958,1364.831,1412.985,1045.901,1044.884,957.213,1214.086,1103.246,1208.930,1089.014,1091.520,988.670,1093.012,954.444,1034.239,770.494,788.561,969.139,816.630,582.492,712.872,618.795,826.902,532.999,637.853,662.317,639.668,593.356,653.574,665.409,601.114,551.011,686.365,708.030,572.456,559.256,617.468,545.262,665.147,368.277,567.736,638.811,485.711,538.783,629.596,652.331,565.100,548.017,542.503,618.328,413.797,529.471,476.824,424.083,495.128,448.625,408.960,456.198,335.506,481.426,482.114,450.016,406.511,384.830,320.652,342.307,377.052,371.601,346.276,328.481,354.280,365.815,353.479,328.338,373.902,517.959,539.073,664.536,791.967,939.700,1103.739,1228.573,1053.471,1081.462,819.500,666.525,505.831,422.095,354.988,332.863,404.687,469.701,817.711,1600.526,2415.975,4221.149,6780.327,8536.980,10355.452,11985.566,13464.002,13546.556,13034.279,11439.782,
250,75359.567,66005.666,61887.676,54265.913,32217.103,28211.118,33290.261,23465.035,24845.356,22531.567,19477.176,25473.603,39463.980,48812.652,54170.835,49539.042,35323.811,19948.887,17754.971,29156.958,75714.419,157729.069,298055.158,415599.134,460476.715,428454.785,319604.016,171540.141,67430.425,23720.067,5965.627,2533.989,2441.714,1972.112,1883.170,1934.184,2010.556,2098.459,2229.211,1440.056,1686.927,1399.377,1374.159,1649.772,1661.129,1542.439,1040.332,1318.209,1229.888,1283.732,1183.405,952.246,1121.201,962.898,1118.899,1004.545,940.350,803.065,939.531,881.031,919.808,897.286,696.812,742.165,775.155,657.745,765.260,768.566,698.314,677.858,659.382,612.956,702.943,644.798,584.053,579.055,656.728,577.555,512.851,530.095,547.643,591.612,477.804,516.311,510.296,539.292,550.836,465.468,464.031,535.269,479.412,588.304,442.829,483.146,477.671,461.421,463.021,397.313,445.256,436.982,354.413,409.900,404.403,392.117,378.423,436.796,363.643,425.581,378.308,374.059,377.737,322.188,308.857,374.621,301.390,337.478,307.892,299.877,303.075,298.287,315.568,307.245,307.593,357.703,435.436,524.389,685.682,839.499,1003.430,1056.200,1139.647,956.788,904.759,642.986,567.191,475.753,344.180,337.707,364.919,312.183,457.034,766.986,1456.125,2835.451,4202.556,5976.337,8011.440,10416.102,12353.363,13601.086,13580.920,
252,64657.345,57302.242,58473.529,48415.488,43392.382,26334.560,21805.333,23965.586,24498.593,11826.718,16128.131,18281.749,25875.348,35425.004,46087.486,47744.394,42425.692,29216.663,18061.212,12835.714,25863.328,61831.512,153904.472,274221.840,386581.730,455239.169,419400.021,294112.263,160822.972,73426.086,23081.477,5137.659,2386.957,1961.939,1831.733,1710.528,1681.542,1441.325,1360.432,1466.791,1428.241,1397.017,1367.693,1560.261,1460.856,1239.873,1110.752,991.583,1010.643,1014.933,1128.973,922.435,940.454,988.905,897.084,973.898,794.218,811.410,894.717,638.632,692.154,737.274,609.766,621.029,629.173,641.028,642.590,639.444,582.270,659.459,515.007,431.728,543.293,473.053,553.962,477.794,467.198,470.592,496.271,491.974,425.499,491.317,509.818,492.149,529.642,404.816,566.222,468.344,411.727,477.430,406.799,467.919,433.885,419.570,440.068,455.102,344.565,523.427,437.240,403.439,384.768,374.456,360.976,384.484,380.339,308.173,333.265,342.389,346.754,299.167,307.874,267.460,335.806,344.353,301.088,264.929,318.423,270.691,296.684,210.543,276.712,293.475,279.703,269.826,307.964,360.333,402.392,492.373,691.635,850.354,915.834,950.454,955.279,846.029,754.243,580.600,525.997,386.396,337.230,270.907,319.692,281.979,398.698,739.284,1374.427,2199.127,3592.717,5796.489,7806.729,10328.194,11906.962,
254,44668.976,39686.089,36106.484,32629.948,34835.339,30205.188,20577.420,19776.145,20038.722,16025.861,16201.001,13159.652,17111.414,22251.174,29141.689,40302.965,41668.045,35979.485,27189.797,13851.747,10675.012,19228.010,58523.422,140882.722,249076.642,365158.693,419794.967,389362.675,281111.620,166983.733,73849.585,19999.844,5121.011,1693.065,1776.032,1313.802,1431.217,1192.671,1234.082,1209.773,1127.741,1425.839,1147.350,1102.260,1059.157,1048.905,1009.944,706.107,921.218,1022.593,875.135,966.079,873.438,918.162,711.101,808.483,755.294,824.914,879.420,705.734,681.051,547.301,647.609,717.086,588.442,417.414,531.405,557.985,494.096,554.824,423.507,578.731,357.018,476.658,456.636,438.268,421.867,409.854,474.812,436.387,432.159,435.320,418.783,421.166,466.700,326.007,404.766,465.201,373.264,336.344,380.119,463.994,396.188,445.092,360.757,358.790,343.721,415.661,356.350,377.554,351.002,335.838,329.520,383.404,273.403,299.151,271.695,303.419,282.813,283.197,273.116,324.801,309.643,313.771,278.376,267.593,299.241,236.271,224.125,256.932,283.270,254.276,261.797,239.880,249.415,264.329,248.456,322.645,408.239,535.915,602.174,730.682,839.696,848.929,823.547,744.283,682.644,586.867,466.041,394.471,295.168,246.170,273.613,292.896,369.413,618.491,1143.982,2005.938,3385.205,5371.246,7746.871,
256,64833.021,48577.657,38271.443,24495.195,28095.132,21050.961,22329.907,19531.506,16548.805,16588.584,12008.048,7648.899,10903.758,12481.637,19265.093,27715.342,35136.245,34903.525,29678.476,19027.679,11688.001,9497.979,20308.389,56627.317,126263.962,237690.926,339294.569,390164.178,351637.719,265503.221,149216.790,56401.064,17629.761,4309.036,1475.518,1683.252,1497.973,1105.781,1156.626,945.411,952.072,1055.998,882.125,1053.528,1163.632,1021.726,947.551,878.455,993.225,907.278,752.911,769.837,693.927,810.148,813.575,765.537,666.262,665.098,747.006,737.065,657.497,572.879,505.937,584.522,506.017,418.563,411.684,402.891,367.961,416.942,477.574,437.063,377.257,409.933,444.585,454.010,339.021,300.509,318.826,385.181,361.983,300.372,348.728,400.070,389.001,348.498,338.222,370.209,396.953,331.250,365.201,404.218,395.224,407.266,285.797,363.519,336.731,291.344,319.206,243.564,273.885,269.106,317.124,282.748,267.705,279.223,235.317,268.532,267.517,213.046,202.582,247.095,252.412,205.936,285.112,217.028,227.959,235.198,209.687,197.822,214.700,175.385,213.200,248.778,216.183,212.864,183.873,210.504,233.501,336.073,415.489,439.454,591.378,663.204,709.839,784.233,747.289,747.114,602.567,511.924,365.563,260.723,298.172,243.443,261.806,238.584,321.703,559.861,1152.073,2093.419,3366.044,
258,31149.162,35203.748,30749.648,22561.401,19832.117,18133.984,18503.004,16128.310,7837.790,11162.733,8590.979,7464.646,6218.570,8395.304,11664.768,16882.479,24930.289,30237.555,31756.066,25447.837,16381.412,9885.217,7535.726,16435.514,46412.406,117248.660,210231.861,316250.729,366371.362,346076.066,247845.063,134793.512,58214.017,17007.127,3536.351,1627.402,1335.092,1109.327,1162.521,1118.266,916.102,900.361,918.669,906.665,840.754,721.377,919.809,864.012,707.433,691.942,604.016,599.572,747.137,486.246,691.441,557.687,522.315,357.050,456.259,529.038,578.106,524.753,389.596,480.024,379.989,483.178,336.395,363.325,441.288,456.801,448.792,414.390,398.685,404.987,330.601,389.704,381.476,350.213,365.510,346.395,327.969,370.309,283.630,330.426,293.671,303.931,290.146,279.652,283.343,242.604,340.340,336.921,302.646,324.004,284.498,329.288,292.879,234.381,283.148,267.179,255.056,244.941,245.861,246.704,210.505,226.472,216.484,234.334,215.141,202.592,225.712,195.482,191.956,213.145,210.864,202.055,198.372,199.344,171.176,203.845,189.131,177.113,194.841,189.265,200.463,161.955,168.735,185.250,161.108,198.870,245.925,262.909,339.679,439.342,492.795,635.263,702.632,721.156,734.863,638.218,520.616,374.405,346.957,244.385,221.904,199.455,173.792,220.748,292.557,530.340,1001.240,
260,27267.475,30611.720,31681.049,25852.701,19636.947,14530.856,15379.584,15024.926,10541.192,9403.189,7644.397,6393.259,5214.498,6902.104,6615.845,8374.512,14777.418,21891.999,27066.113,26405.902,21519.552,14783.631,7573.614,5635.007,12853.128,39821.758,98260.448,192535.361,292778.564,342657.481,323272.714,229741.062,138704.164,60436.629,17317.879,4074.377,1298.630,1063.586,1022.242,885.592,961.733,600.168,921.155,805.799,699.497,738.490,742.931,720.237,679.058,618.626,568.810,550.563,599.811,529.725,575.714,473.804,400.455,399.304,424.485,386.194,476.312,393.071,466.175,322.303,376.362,432.684,418.708,356.433,360.787,327.758,374.284,358.461,389.770,295.856,341.249,298.863,312.981,298.168,201.851,257.388,271.057,321.613,276.385,221.828,241.473,229.636,259.434,229.843,260.138,289.845,240.113,283.089,245.258,301.124,293.053,260.160,238.499,244.680,266.956,199.771,236.631,232.151,191.854,154.510,207.372,219.225,178.732,198.780,168.098,199.242,182.114,177.497,175.660,176.584,148.744,167.425,167.970,173.640,163.836,196.945,143.924,168.085,179.248,176.281,138.065,122.993,164.245,162.016,147.316,169.822,160.776,174.401,199.003,230.170,291.253,408.922,495.876,644.700,718.109,733.267,703.449,559.665,449.039,335.744,267.074,200.276,181.123,192.679,176.446,195.972,283.455,
262,32957.031,34070.993,30834.269,20381.028,17528.934,20938.913,13265.927,13737.489,10912.960,8680.635,7858.782,7058.245,5560.451,5897.692,4593.619,3943.741,8891.235,14497.055,19569.267,25257.060,24057.177,19062.881,10337.654,6063.947,4940.604,12538.948,37764.386,98243.888,189940.734,273594.295,317919.031,292604.676,222959.388,124705.938,50336.832,15747.198,2863.191,1075.532,939.103,687.331,1021.662,776.259,618.627,661.867,587.338,613.733,622.090,599.947,588.940,482.846,621.422,536.246,408.391,428.411,453.735,526.083,416.456,464.642,470.694,394.300,358.315,335.801,399.005,358.428,423.000,338.317,330.354,354.693,339.233,273.044,272.366,253.570,245.023,261.746,266.766,262.445,247.938,257.148,302.545,241.497,275.217,242.992,298.413,239.047,242.546,243.192,213.538,235.322,197.487,248.693,214.074,229.785,195.555,199.231,244.114,203.046,196.091,239.231,195.401,226.974,189.938,184.324,183.718,184.561,216.629,172.829,166.229,204.009,165.486,176.758,152.246,145.530,159.487,166.627,134.772,154.138,149.626,170.879,156.431,134.215,140.419,144.853,149.119,128.359,136.624,120.215,146.861,156.272,141.319,136.718,122.534,143.157,142.373,132.884,190.286,248.653,301.256,446.250,554.905,612.555,627.335,627.230,627.069,468.908,383.820,290.493,216.115,178.277,147.199,183.399,180.617,
264,28357.642,22989.923,19521.041,18963.972,12631.173,17138.290,14689.811,10399.056,9877.375,8782.449,7430.675,6559.045,4945.520,5535.342,3079.554,3272.147,4922.716,7876.484,12323.388,18144.744,22559.779,20642.604,15463.822,9252.728,4825.933,4118.370,10519.158,36544.523,93975.107,170589.338,254723.866,304179.627,291497.326,214219.146,119269.057,55934.592,15205.020,2762.340,837.800,728.794,738.072,657.388,636.792,618.454,487.205,550.753,573.892,576.607,438.084,531.030,464.070,462.666,412.077,400.762,418.917,475.885,388.046,441.073,450.010,320.917,300.228,319.508,343.963,281.279,363.559,243.631,247.034,283.109,329.711,264.541,253.174,275.465,232.008,245.430,229.819,195.022,246.054,252.899,280.548,228.402,231.257,181.970,247.639,225.841,237.080,221.551,180.482,176.289,222.871,189.123,215.094,198.670,181.177,170.157,189.973,240.914,190.753,189.334,183.105,193.120,161.258,156.831,168.323,173.268,172.406,158.962,151.717,148.283,170.495,160.120,128.412,150.974,155.405,172.021,140.064,145.138,162.149,123.392,117.843,129.080,137.662,130.158,112.690,103.192,116.585,113.738,137.673,106.053,134.276,106.928,109.359,126.463,119.767,99.793,111.670,129.016,179.627,253.092,360.550,465.626,526.455,625.543,628.608,591.175,530.766,450.063,307.524,249.713,186.588,157.020,155.441,
266,19876.115,26484.961,17833.622,16699.786,14099.514,12333.653,13056.530,9710.368,6436.959,8027.914,6113.558,5075.381,3333.256,3296.243,3587.478,3146.230,2531.137,4378.690,7084.415,12520.224,17586.041,19847.865,17849.754,13681.035,7793.359,4040.934,3573.499,9919.996,32933.511,81448.628,162271.711,247255.702,295605.788,283723.671,207940.229,130977.705,49758.309,12333.138,2784.228,777.994,540.408,514.332,531.940,622.954,585.131,620.588,560.415,535.442,420.564,393.947,427.729,358.816,334.181,374.276,417.441,373.129,365.761,307.363,372.200,337.798,308.762,332.731,263.286,256.028,272.367,282.307,234.797,250.033,221.887,242.712,298.554,239.782,216.579,180.612,200.565,206.929,211.520,222.396,212.467,210.290,221.063,181.530,193.783,202.908,158.728,178.998,152.999,209.409,202.459,136.720,170.621,146.692,217.366,201.276,164.880,214.371,179.864,139.268,158.984,153.392,146.451,160.766,172.946,146.915,146.907,168.941,157.092,154.683,137.446,138.533,125.812,148.650,126.330,128.763,125.258,150.975,126.115,117.211,111.236,98.371,105.377,109.859,133.890,126.472,109.244,99.880,103.526,101.773,108.813,94.009,114.440,96.083,105.382,84.661,90.567,89.336,110.178,154.884,211.475,263.403,358.687,454.659,513.323,565.055,621.528,549.537,454.250,369.727,255.168,213.396,166.486,
