238,69628.610,57297.616,58477.485,35312.796,39929.163,45094.860,38845.836,54823.663,67291.134,76678.801,64398.818,46834.304,31198.114,43935.445,88690.739,166411.981,287610.856,383710.047,421989.279,388491.707,274559.289,169050.945,67480.646,23327.789,6725.368,3760.059,2890.868,2090.023,1504.228,925.249,1884.463,1144.353,1890.840,1446.719,1489.505,1282.185,1212.415,1609.915,1507.858,1208.166,1477.666,1403.878,1068.973,1298.149,1147.254,1109.594,1264.882,1100.100,938.536,1174.241,761.388,1045.174,874.247,876.224,919.620,678.244,561.892,662.650,651.946,878.756,648.586,736.493,796.456,796.260,627.261,699.452,718.162,663.873,581.983,540.014,564.439,554.212,583.422,552.526,675.918,483.163,506.651,454.642,618.410,426.826,464.171,559.987,962.645,436.379,371.000,556.263,399.642,436.316,380.710,388.557,474.280,484.063,388.033,419.204,458.459,676.769,471.404,302.518,447.675,520.380,324.232,464.777,413.990,302.796,359.490,392.853,426.493,364.317,418.426,430.636,469.061,366.785,335.607,425.102,478.355,430.437,623.789,779.291,871.545,937.438,923.884,860.799,875.878,661.739,616.684,498.273,372.325,422.664,435.431,580.963,1011.040,1660.222,2457.571,3476.449,4865.273,5986.993,7399.954,8539.855,8831.091,8264.266,7169.391,5886.899,4310.290,2721.175,1787.290,919.588,451.741,328.473,240.768,227.301,307.480,
240,60320.159,38255.353,42556.299,32604.350,33420.733,36097.451,29062.742,54406.317,68092.598,70838.618,66122.768,59742.980,40560.839,31406.319,40797.285,92545.652,187884.681,309438.368,408627.108,449444.635,402101.404,297005.975,157764.385,68949.952,22424.382,6543.938,2401.632,2546.085,1792.164,1968.035,1977.478,2017.400,2409.280,2032.735,1206.413,1469.618,1639.916,1626.352,1732.821,1374.265,1449.785,1069.312,1062.459,1415.708,1140.247,1202.794,1348.469,985.539,1251.558,934.081,1010.948,1138.219,984.722,823.291,834.426,887.753,824.466,852.980,992.954,756.414,951.301,535.697,791.090,728.747,517.732,612.753,730.879,490.208,593.523,578.762,600.517,620.029,597.677,497.844,551.201,513.915,426.480,483.228,521.087,558.914,923.803,495.072,483.107,437.576,401.679,529.886,636.169,459.607,566.793,624.495,322.284,404.118,554.553,497.268,476.172,469.306,506.845,404.523,300.408,440.646,489.298,610.625,518.648,316.773,394.022,343.538,382.235,365.305,337.371,331.148,387.397,339.021,283.134,354.829,474.561,438.056,412.687,607.610,792.281,898.022,992.913,957.208,1065.355,1041.091,822.438,659.547,554.807,421.943,413.749,328.127,424.345,701.262,1063.857,1717.625,2766.171,3965.577,5639.712,7771.070,9147.711,9541.107,9798.288,9043.571,8033.163,6496.714,4568.850,2746.367,1566.686,880.343,391.777,400.579,307.138,
242,52370.870,58086.213,45766.562,39559.987,35775.671,35633.728,31643.215,39198.017,43881.581,57915.297,64033.197,67960.811,49133.478,37437.186,31306.558,38678.514,88092.295,191334.611,306373.603,432020.074,483395.799,432710.841,307690.922,171072.545,78365.951,23760.352,6496.378,3197.558,2197.593,2769.411,1728.658,1944.919,1656.720,2099.809,1786.483,1564.476,2706.322,1359.249,1864.076,1437.457,1747.853,970.047,1703.566,1469.901,1383.232,986.099,726.130,1242.027,990.452,476.306,1098.611,822.260,1238.881,1015.445,755.853,902.828,960.052,832.828,802.104,961.042,798.478,549.239,582.240,762.216,619.789,797.633,698.644,490.288,596.514,593.857,658.274,717.229,671.740,666.548,679.957,818.992,482.280,496.772,541.188,496.408,589.439,442.100,507.020,380.124,401.978,470.114,408.489,399.074,480.060,478.924,534.643,373.582,566.042,404.887,478.899,365.821,442.976,444.406,547.597,423.046,402.930,456.996,409.043,387.284,387.216,312.494,333.339,337.340,404.829,334.831,284.782,480.144,362.475,244.217,351.320,261.331,527.437,459.775,586.475,579.827,618.092,940.245,931.793,1067.703,1040.801,992.767,753.593,657.834,489.317,519.675,390.763,307.948,409.512,673.381,1072.034,1893.659,3003.954,4939.043,6896.405,8451.284,9715.049,10615.191,11102.559,10652.305,8991.753,6847.122,4728.513,3026.875,1736.647,1021.823,545.424,
244,65713.250,55393.206,29538.938,44442.207,42448.243,23284.036,26368.214,28506.653,32138.668,42082.463,61470.803,68373.962,66394.897,54371.595,31553.152,24109.676,34301.927,86676.996,173751.905,313734.808,431931.945,486429.724,433919.422,316483.195,186559.531,80295.994,23402.369,5975.038,2510.913,2142.793,1690.078,2116.938,1649.051,2044.401,1712.346,1704.390,1856.543,1348.174,947.081,1318.213,1762.931,1297.892,1457.149,1169.254,709.705,815.406,678.873,1143.784,966.432,567.310,1202.489,1104.790,1132.597,760.746,821.469,827.010,993.336,627.434,711.497,828.381,1088.090,1409.686,763.754,799.106,807.668,743.888,695.520,658.028,690.861,557.998,434.964,495.670,559.699,634.639,1082.683,524.322,569.162,410.303,569.668,543.210,507.994,516.895,444.915,545.975,539.228,429.463,536.714,552.056,489.034,507.512,473.971,498.025,482.626,398.544,476.082,441.547,441.043,446.588,494.042,329.468,472.859,394.423,400.181,342.190,341.462,400.378,333.476,314.379,387.506,305.039,311.087,367.185,385.873,282.628,350.197,248.713,357.120,374.733,330.665,435.035,586.954,644.812,744.373,951.932,1021.733,1077.270,954.232,914.476,854.070,667.787,501.056,404.232,354.329,307.733,329.911,633.205,1124.753,2249.125,3584.130,5096.872,6763.926,8813.534,10552.174,11814.164,11814.072,10609.917,9061.417,7271.337,5125.458,3302.769,1967.404,
246,49520.210,63392.077,42473.824,35500.325,24777.434,32170.396,26259.768,20905.030,27031.445,28448.272,38829.334,55964.950,64932.170,58042.075,47742.792,28376.909,20328.052,32318.712,77242.365,176789.164,313671.421,418238.106,480061.222,432099.294,313136.972,178598.805,71275.073,21918.649,4535.754,2108.213,2257.485,1386.507,2186.911,1347.029,1717.725,1477.691,1225.097,1172.683,1618.705,1161.737,1215.273,1350.881,1221.939,1118.150,1375.738,639.734,1245.874,841.795,1002.373,1083.539,1079.830,1121.629,1031.953,679.054,888.216,754.634,777.757,761.384,531.439,584.587,727.626,584.796,597.781,459.918,614.614,583.148,545.961,595.141,696.481,530.908,670.702,536.270,570.275,612.983,508.676,526.742,540.597,518.842,479.445,471.756,454.300,445.327,473.079,364.236,482.992,373.134,352.443,493.873,447.750,481.126,442.951,487.026,385.146,543.632,565.454,419.233,352.418,426.596,340.577,408.370,375.920,345.952,356.726,263.096,323.198,434.108,349.315,438.121,251.205,244.988,223.771,344.302,400.401,346.799,300.110,326.891,307.977,306.571,245.716,379.565,326.626,426.067,585.528,798.949,844.903,959.180,1028.336,1078.829,965.068,852.060,641.655,581.205,384.140,279.592,285.232,309.606,431.826,817.636,1269.414,2170.208,3464.945,5202.714,7240.967,9477.148,11024.829,11592.684,11522.637,10715.667,9270.290,7211.322,5056.796,
248,65419.381,61624.947,45260.749,36009.513,26727.651,27006.873,22450.443,21184.413,17814.687,18786.919,22234.349,35577.700,49445.853,58730.357,55793.335,40748.472,25028.788,16306.457,27086.797,73743.092,164220.164,278960.759,407017.488,456644.247,420529.831,306035.617,167930.579,67793.770,18955.098,4572.233,1626.825,1270.371,1223.748,1631.897,1527.415,1413.495,1218.551,1305.731,1374.150,1269.924,992.792,1191.908,1099.774,525.455,1000.894,1141.289,1179.865,880.596,805.349,970.507,801.314,939.781,906.857,928.150,603.751,603.400,680.629,657.481,725.016,592.549,766.654,597.532,553.247,670.890,368.783,598.622,562.426,465.400,557.705,485.250,545.831,482.043,511.657,473.371,595.212,425.620,391.703,483.001,415.225,446.865,433.037,385.048,435.094,425.641,440.180,402.092,325.289,429.043,334.126,318.993,337.385,435.991,379.507,481.341,446.532,423.672,432.110,284.604,356.249,426.762,371.751,417.832,304.585,255.909,383.719,316.008,239.715,292.023,387.201,286.826,331.681,319.399,344.065,372.111,274.114,270.385,282.824,296.994,227.975,247.807,236.758,249.884,342.597,489.204,586.504,696.554,885.428,943.650,1037.854,1001.797,835.580,727.280,566.923,447.153,324.523,286.429,252.314,320.908,404.214,646.540,1142.112,2033.337,3413.075,5474.697,7192.336,9048.193,10443.078,11662.415,12014.741,11219.788,9668.834,
250,36910.720,38700.991,22663.141,22404.585,27703.544,25871.652,24352.761,23342.861,16634.596,13414.573,15015.983,23874.417,34987.681,50627.179,53045.090,47057.542,32338.616,20299.771,14311.421,25585.239,68788.444,145875.274,277661.821,386940.052,439072.421,397450.487,285474.332,154137.220,60073.633,19138.757,4109.031,1841.875,1320.505,1494.739,1608.783,1363.709,1376.098,1568.477,1135.727,837.641,887.687,726.888,1117.167,1039.379,610.029,1259.802,1096.552,548.753,852.032,597.120,821.099,635.347,636.730,559.936,620.361,536.841,447.381,643.278,642.817,841.558,556.892,494.909,445.771,490.876,668.290,463.653,468.600,389.565,415.183,330.895,496.372,397.386,475.527,489.868,447.206,418.432,410.222,472.185,378.694,354.806,443.355,413.670,309.236,426.836,331.393,342.585,364.888,426.414,411.557,417.153,325.417,308.980,323.836,433.425,377.616,368.475,389.258,331.099,271.091,497.230,253.870,386.392,282.766,296.872,375.124,268.306,265.327,254.689,285.169,420.323,338.289,267.187,213.520,296.932,211.363,217.431,159.167,218.834,273.783,258.462,272.690,263.001,260.310,287.523,355.939,459.359,609.439,739.543,844.304,976.290,941.605,889.183,758.689,653.077,474.936,399.813,324.132,275.081,291.384,299.465,317.142,632.095,1050.446,2189.103,3428.038,5188.349,7010.268,9082.625,10898.731,11947.913,11846.387,
252,43534.194,25255.072,26865.600,36764.342,32172.710,14898.847,18715.849,15630.396,16405.846,11437.400,6102.022,13746.996,20634.086,34109.799,43413.697,45904.155,39203.820,26707.211,17061.431,11355.972,22385.647,55407.251,138513.229,249603.851,359805.739,410529.340,377790.642,275393.859,148541.466,63245.742,17620.562,3738.493,1198.347,1301.420,1463.009,1203.528,1371.138,1202.804,1044.677,1054.399,1173.485,919.135,990.994,1000.158,777.505,1127.408,1134.312,617.254,799.620,621.362,877.830,432.790,692.291,551.015,633.399,537.541,687.503,444.687,592.901,617.027,589.400,618.382,331.206,310.245,574.044,424.311,464.362,536.844,336.173,471.206,403.523,473.839,483.997,424.936,378.923,434.469,344.998,326.995,456.727,384.907,385.007,317.219,237.675,353.704,326.845,259.786,389.040,299.478,426.220,360.046,283.982,380.578,375.267,298.021,327.915,249.377,267.692,262.509,282.371,328.991,200.346,296.221,261.778,332.023,347.047,196.913,234.284,237.606,311.095,300.236,286.893,277.114,276.618,202.342,256.794,172.563,234.416,180.977,194.778,253.918,233.431,208.631,220.876,217.337,239.987,277.965,331.529,431.238,629.439,749.789,802.987,884.388,805.455,755.601,699.135,496.420,447.806,329.554,287.092,223.528,203.480,298.642,300.381,576.528,1071.261,1956.242,3063.103,5300.258,6946.678,8981.310,10485.177,
254,36897.640,27455.674,15696.677,18775.933,22015.347,7399.511,14812.595,12007.408,10964.439,12223.048,9291.356,8158.160,11568.844,19514.885,28794.266,38274.544,39423.365,35460.596,23267.038,13760.402,9776.502,16154.874,53634.151,121604.193,224188.048,329804.966,390227.959,359391.422,259072.254,151874.922,58432.067,16074.123,4279.968,1619.560,1423.669,1201.296,1017.851,756.960,826.651,819.822,953.825,780.278,790.377,630.151,802.778,857.548,600.812,518.338,650.811,612.915,634.223,725.713,632.134,546.825,619.101,535.044,445.268,424.711,418.715,530.372,520.905,499.400,469.824,391.842,473.372,481.428,446.980,380.058,293.162,403.719,565.838,459.094,480.531,437.940,366.500,357.550,270.049,266.937,323.082,291.697,335.342,327.892,357.805,255.192,306.056,243.154,302.979,277.181,274.046,242.958,287.331,290.077,339.987,225.727,224.881,254.294,272.301,287.031,221.220,214.693,250.635,225.768,303.256,199.740,220.390,212.764,205.264,191.924,208.684,231.049,182.715,215.483,230.177,211.637,202.629,188.132,172.717,172.858,210.435,282.747,203.673,201.043,161.900,185.555,138.785,166.610,225.887,264.851,303.431,443.673,578.231,705.958,741.822,745.287,752.636,703.097,616.809,515.422,404.917,299.273,239.248,232.614,204.017,226.532,268.363,471.570,966.942,1866.789,3139.537,4665.815,6565.057,
256,33190.352,24970.842,18072.641,24927.156,17924.285,16608.861,12280.341,7006.954,7390.912,10152.920,6424.442,5713.983,6330.554,8986.803,17212.882,25039.912,31644.271,35335.263,28183.457,18917.183,10745.279,8356.344,17181.052,50333.075,114932.651,214956.664,315649.265,360884.175,326970.687,241846.659,123358.228,47917.890,15809.751,3374.870,1003.472,927.968,851.874,959.092,935.761,460.461,794.651,729.917,628.849,674.655,596.456,590.421,657.279,688.416,582.210,689.797,622.584,588.065,496.812,454.847,407.573,437.901,462.906,421.499,338.591,479.118,468.924,368.700,398.508,443.532,338.846,329.046,270.954,265.736,309.612,241.811,358.169,312.230,334.600,352.409,290.815,277.762,295.655,283.644,218.344,303.856,245.856,290.516,303.801,260.867,231.435,215.194,226.319,282.317,261.706,245.311,243.066,267.088,167.401,309.574,249.784,223.457,183.317,252.859,161.381,234.435,252.110,219.315,184.763,218.932,181.594,243.823,167.928,180.140,188.009,216.867,173.403,177.623,181.117,187.780,151.211,155.709,162.271,162.425,193.428,161.323,122.732,127.872,143.571,187.715,130.138,118.159,145.648,228.602,170.900,261.469,333.271,421.581,471.565,613.457,640.614,701.599,716.116,695.287,561.963,419.212,293.044,234.168,241.871,211.898,162.569,224.285,310.557,506.200,933.440,1732.077,2981.525,
258,26679.990,21707.349,21877.027,13546.513,29306.888,13526.248,8628.677,11319.967,6537.617,11554.366,6454.402,5339.916,5541.694,6170.415,8665.357,14700.954,24164.110,28681.266,30399.446,23345.693,15954.205,9892.867,6673.509,15237.334,42727.333,106662.289,203217.015,295904.661,338117.495,311858.525,214517.523,114990.324,50765.179,14604.551,2824.331,810.710,594.188,771.222,713.796,557.123,563.239,660.933,652.881,466.989,647.160,412.906,632.350,490.194,602.386,506.305,504.332,557.984,459.281,428.602,286.183,362.558,332.091,314.254,310.731,479.824,350.518,283.966,329.221,327.030,286.421,285.242,436.333,300.896,301.546,247.890,203.105,288.155,287.119,283.546,326.809,222.255,262.642,235.139,291.162,223.764,262.147,233.457,278.075,215.735,171.812,245.851,186.097,248.028,237.508,220.555,209.297,259.976,266.340,237.164,230.687,195.984,227.063,209.196,205.459,153.280,219.090,173.681,228.694,179.543,169.854,169.695,168.127,126.876,187.393,193.592,129.618,180.596,149.427,168.625,96.922,131.306,196.378,132.196,140.406,154.750,133.180,165.021,121.017,120.846,168.145,145.610,135.348,158.936,142.526,161.131,169.266,244.564,350.191,373.010,526.131,578.231,638.442,693.089,644.812,568.212,484.245,339.726,270.330,214.053,175.341,178.463,159.611,209.737,231.336,450.708,837.368,
260,46439.956,12132.791,16270.407,17834.502,14296.361,11677.184,11017.168,9509.152,6577.958,6563.080,4047.427,4565.817,3096.131,2948.377,5876.810,7186.863,13030.417,21390.165,26627.954,26457.189,21791.155,14905.947,8008.340,6421.312,12983.302,37906.753,99501.635,184878.082,270007.954,316080.995,285351.604,204179.613,121908.931,50551.373,13424.136,2955.412,820.274,631.738,686.375,581.246,575.340,525.521,523.878,556.534,516.045,366.311,453.833,422.498,428.059,422.183,429.893,377.820,219.273,457.114,326.991,312.213,378.855,337.161,322.234,275.437,279.775,286.817,313.507,291.438,300.822,262.967,271.592,235.585,235.460,237.961,269.523,249.691,225.710,211.927,254.869,207.095,157.091,195.663,270.576,263.053,181.587,197.890,194.577,253.744,169.850,217.973,179.757,188.231,223.701,174.641,204.508,200.771,205.996,202.336,195.496,184.202,207.750,166.497,149.468,179.886,127.866,202.660,156.496,119.236,147.708,121.328,190.045,118.675,141.893,145.663,122.521,149.691,116.705,137.583,118.641,140.873,115.383,130.109,105.864,139.185,141.996,100.763,103.742,109.919,113.702,109.339,90.413,133.052,106.115,111.332,115.574,139.237,169.055,181.511,272.274,347.909,450.933,608.487,687.052,649.033,618.706,553.419,456.684,330.754,273.421,202.867,202.412,191.966,196.170,183.213,228.997,
262,38627.904,14907.672,14992.426,16306.322,18965.089,10825.784,11464.934,7402.975,8341.921,6108.846,4081.839,3672.698,3524.956,3895.227,3650.513,3888.330,7448.076,13568.905,19788.131,24671.854,23282.939,19559.199,11493.564,7118.299,5587.596,12950.031,43250.915,99283.559,179859.898,250092.194,293094.595,261878.462,194022.497,106719.093,39895.330,12392.580,2322.053,601.872,635.397,652.604,588.417,517.920,629.038,536.058,531.496,443.762,356.476,382.126,442.674,388.265,401.681,274.369,215.715,361.136,397.516,374.170,483.626,170.950,293.985,225.064,259.608,228.402,256.293,178.599,248.196,297.987,230.346,248.006,192.733,150.266,228.612,227.084,280.906,311.576,189.576,128.534,172.635,143.830,190.044,187.415,185.961,173.060,146.844,179.406,193.286,130.389,188.712,139.626,187.523,196.945,159.942,170.555,199.867,181.878,128.146,137.879,149.570,109.709,136.607,129.243,173.318,128.518,178.426,147.117,157.153,107.350,157.869,118.521,132.048,109.267,125.433,121.312,122.970,86.693,83.893,100.025,77.338,100.528,96.784,123.263,131.812,129.752,110.239,103.165,88.406,108.285,92.670,108.581,100.951,114.214,100.571,96.791,122.492,108.807,143.982,193.745,274.501,437.310,550.854,564.548,651.085,604.621,576.147,468.174,348.175,280.588,219.863,194.793,197.954,158.902,168.015,
264,28396.053,14149.596,15818.919,12267.773,12231.267,11899.096,7674.479,5045.988,4808.207,5113.651,5278.161,2370.430,3170.027,3298.364,2302.076,3083.750,4183.828,7449.291,11783.167,18469.261,22696.925,21952.145,16068.320,10204.873,6602.576,5211.881,13665.901,41199.969,92249.477,160876.489,242146.328,278435.046,254691.408,185944.574,98135.274,43338.423,11409.277,2133.858,523.297,557.681,477.344,529.328,507.103,363.669,397.411,347.517,299.231,453.624,386.457,341.868,333.692,376.240,314.881,272.249,332.869,376.720,258.302,333.031,255.807,293.836,260.322,220.037,281.632,232.230,259.450,276.308,199.822,173.625,188.468,189.760,243.346,177.596,184.372,171.520,181.987,163.052,187.973,147.044,163.639,146.759,159.697,171.203,187.729,125.358,132.718,108.108,115.427,150.692,123.706,177.142,167.974,117.316,127.351,160.580,154.737,153.081,125.105,198.370,127.378,116.163,123.579,102.887,109.870,138.835,147.149,101.541,106.712,101.195,142.444,86.143,93.588,116.540,106.309,97.579,90.632,99.435,89.715,104.855,83.251,99.394,82.130,97.937,98.192,112.503,81.955,84.624,105.452,100.513,88.004,99.828,89.393,84.183,86.209,84.447,108.644,116.696,167.484,229.664,323.256,400.607,499.513,569.832,606.163,607.197,534.045,394.040,314.437,259.645,220.711,173.618,176.704,
266,19329.975,19315.925,12164.489,10777.601,12913.687,10351.761,6538.799,7704.799,3844.328,5157.137,4029.453,1992.064,2649.460,2466.957,1824.348,2546.450,2165.243,3753.787,6507.819,12629.746,18677.887,20813.616,19069.854,14834.195,9413.899,5621.089,5629.837,13417.921,37537.665,83630.728,158798.858,230279.966,263617.416,246935.905,172114.888,100447.921,39110.786,10279.505,2107.502,496.860,555.783,547.765,333.745,329.922,417.260,258.656,313.534,328.586,386.257,323.088,299.805,286.971,231.943,266.785,357.826,257.108,233.042,264.779,209.804,232.867,209.555,184.086,218.699,205.944,130.786,148.395,152.676,137.162,209.168,139.871,178.340,211.899,191.958,183.037,155.389,151.020,162.022,190.416,172.966,190.827,151.686,145.267,120.188,150.280,147.787,129.045,116.102,127.025,92.311,150.125,159.755,156.384,111.400,126.135,144.743,121.060,92.913,179.688,105.243,135.630,137.057,133.001,106.161,83.242,139.457,113.787,106.354,112.709,108.611,80.997,98.504,95.023,94.927,84.424,94.499,92.704,88.625,90.700,89.250,77.293,102.343,70.784,82.066,83.355,106.646,84.671,97.426,82.096,92.570,88.893,75.821,53.643,79.449,60.655,72.743,77.845,94.972,137.531,178.367,247.389,350.806,431.692,533.347,626.429,578.605,537.883,450.073,387.222,304.537,215.349,174.998,
268,15394.998,13855.036,14944.011,6808.045,10995.468,9015.213,7379.146,7131.375,5192.192,3556.871,2941.444,2189.035,2590.364,1962.971,1856.095,1420.926,1697.682,2194.398,3754.534,7210.804,12567.704,17422.304,19898.027,17178.065,13060.625,8317.682,4737.883,5328.483,12761.975,34007.516,81741.508,152551.149,214428.485,254211.759,232678.708,171299.661,90051.528,34906.983,10379.250,1760.114,529.908,496.285,355.398,360.303,412.282,341.653,297.763,267.052,347.369,342.169,271.199,225.443,282.527,187.508,285.988,218.820,211.057,232.918,180.122,216.976,249.288,141.118,181.844,105.897,146.341,159.108,167.904,109.570,165.867,131.290,133.492,119.317,116.706,150.956,143.388,146.302,146.192,130.244,142.011,115.728,124.013,134.160,125.709,107.855,119.528,129.246,131.623,121.230,115.657,128.960,120.406,121.577,125.615,109.932,112.590,129.549,134.495,117.034,79.688,99.389,85.297,146.664,87.734,65.129,93.969,83.155,92.988,105.585,53.153,101.482,91.840,87.787,74.141,98.731,75.466,60.852,60.839,88.235,74.564,67.250,76.074,65.587,76.694,82.479,83.460,79.311,78.861,88.352,68.591,78.293,60.799,75.766,84.426,64.633,68.710,72.549,61.977,87.454,113.020,122.882,185.730,259.708,362.013,486.326,509.394,537.162,532.002,516.335,485.350,375.624,268.662,
